id|directory_name|parent|tie_line|address|mail_code|phone_type|phone_number
276094|INSTITUTE FOR THE STUDY OF HUMAN REPRODUCTION, INTERNATIONAL|600||1790 BWAY  2FL (10019)||OFFICE|646-756-8282
276096|INSTITUTE OF AFRICAN STUDIES|600|MS* 4-4633|1103 IntAff|3331|OFFICE|212-854-4633
276097|INSTITUTE OF CANCER RESEARCH|600|MC* 5-6900|701 W168St||OFFICE|212-305-6900
276099|INSTITUTE OF COMPARATIVE MEDICINE|600|MC* 5-3837|650 W168St (BB 1810)||OFFICE|212-305-3837
276101|INSTITUTE OF ELECTRICAL ELECTRONIC ENGINEERS  (IEEE)|600|MS*4-4909|505 LERNER|2602|OFFICE|212-854-4909
276104|INSTITUTE OF FLIGHT STRUCTURES  (CIVIL ENGINEERING)|600|MS* 4-2396|606 SWMd|4709|OFFICE|212-854-2396
276105|INSTITUTE OF HUMAN NUTRITION|600|MC* 5-4808|PH 15 EAST, RM 1512, BOX 61||OFFICE|212-305-4808
276109|INSTITUTE OF LATIN AMERICAN STUDIES|600|MS* 4-4643|834 IntAff|3339|OFFICE|212-854-4643
276112|INSTITUTE ON AGING AND ADULT HUMAN DEVELOPMENT (SSW)|600||1255 AMSTAV, RM 620C|4600|OFFICE|917-334-9320
276113|INSTITUTIONAL REAL ESTATE, COLUMBIA UNIVERSITY  OFFICE OF|600|MS* 4-9410|400 W119St|8801|OFFICE|212-854-9410
276114|INSTITUTIONAL REVIEW BOARD  (CPMC)|600|MC* 5-5883|263 BLACK||OFFICE|212-305-5883
276115|INSTRUMENT DESIGN FACILITY|600|MS* 4-4200|867 Chndl|3178|OFFICE|212-854-4200
276118|INSURANCE, MEDICAL, DENTAL, LIFE, AND LONG-TERM DISABILITY|600|IC* 3074|1901 Interchurch|7705|OFFICE|212-870-3074
276120|INTERACTIVE DESIGN LAB|600|MS* 4-1786|402 Jrnl|3820|OFFICE|212-854-1786
276121|INTERCHURCH CENTER|600||475 RvsdDr (10115)|||
276122|INTERCOLLEGIATE ATHLETICS|600|||||
276124|INTERCULTURAL RESOURCE CENTER  (IRC)|600|MS* 4-7461|552 W114St (10025)|5755|OFFICE|212-854-7461
276126|INTER-GREEK COUNCIL|600|MS* 4-9134|515 LERNER|4205|OFFICE|212-854-9134
276128|INTERNAL AUDIT|600|||||
276135|INTERNATIONAL AND PUBLIC AFFAIRS, SCHOOL OF|600|MS* 4-5406|420 W118St||OFFICE|212-854-5406
276185|INTERNATIONAL HOUSE|600||500 RvsdDr  (10027)||OFFICE|212-316-8400
276190|INTERNATIONAL LAW, COLUMBIA SOCIETY OF|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276192|INTERNATIONAL ORGANIZATION, CENTER ON|600|MS* 4-1790|1314A INTAFF||OFFICE|212-854-1790
276195|INTERNATIONAL RESEARCH INSTITUTE FOR CLIMATE AND SOCIETY|600||Lmnt-Doh, Palisades, NY 10964||OFFICE|845-680-4468
276197|INTERNATIONAL STUDENTS AND SCHOLARS OFFICE|600|MS* 4-3587|524 RvsdDr|5724|OFFICE|212-854-3587
276199|INTERNET ASSISTANCE|600|MS* 4-1919|||OFFICE|212-854-1919
276202|INTERNET LAW JOURNAL|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276204|INTERNSHIPS|600|MS* 4-5609|ECampus|5727|OFFICE|212-854-5609
276205|INTRAMURAL SPORTS OFFICE|600|MS* 4-4002|300 Level PFCtr||OFFICE|212-854-4002
276211|ITALIAN ACADEMY FOR ADVANCED STUDIES IN AMERICA|600|MS* 4-2306|1161 AmstAv|1401|OFFICE|212-854-2306
276215|ITALIAN DEPARTMENT (CC)|600|MS* 4-2308|502 Hmltn|2827|OFFICE|212-854-2308
276217|JAPANESE LEGAL STUDIES, CENTER FOR|600|MS* 4-4926|800/4 Greene;  Box A-24|4024|OFFICE|212-854-4926
276220|JAPANESE LEGAL STUDIES SOCIETY (NHK)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276222|JAPANESE STUDIES|600|MS* 4-5036|||OFFICE|212-854-5036
276226|JAZZ STUDIES, CENTER FOR|600|MS* 1-1633|PRINTIS, 4 FL MAILING 602 PHILOS|4927|OFFICE|212-851-1633
276230|JESSUP MOOT COURT EXECUTIVE BOARD (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276234|JEWISH LAW STUDENTS ASSOCIATION|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276236|JEWISH THEOLOGICAL SEMINARY|600||3080 Bway  (10027)||OFFICE|212-678-8000
276255|JOHN JAY ASSOCIATES OF COLUMBIA COLLEGE|600|IC* 2288|917 Interchurch|7730|OFFICE|212-870-2288
276257|JOHN JAY SCHOLARS PROGRAM|600|MS* 4-5895|101 CRMAN|1205|OFFICE|212-854-5895
276259|JOURNAL OF ASIAN LAW, COLUMBIA|600|MS* 4-5510|424 W116St, Room 206 Mailing: 435 W116St;|4906|OFFICE|212-854-5510
276261|JOURNAL OF EAST EUROPEAN LAW, COLUMBIA|600|MS* 4-2268|424 W116St Mailing: 435 W116St;|4906|OFFICE|212-854-2268
276263|JOURNAL OF ENVIRONMENTAL LAW, COLUMBIA|600|MS* 4-1606|424 W116St, Room 116 Mailing: 435 W116St;|4906|OFFICE|212-854-1606
276265|JOURNAL OF EUROPEAN LAW, COLUMBIA|600|MS* 4-5811|Greenhouse|4906|OFFICE|212-854-5811
276267|JOURNAL OF GENDER AND LAW , COLUMBIA|600|MS* 4-1602|424 W116St, Room 103|4906|OFFICE|212-854-1602
276269|JOURNAL OF INTERNATIONAL AFFAIRS|600|MS* 4-4775|407B IntAff||OFFICE|212-854-4775
276272|JOURNAL OF LAW AND SOCIAL PROBLEMS, COLUMBIA|600|MS* 4-1603|424 W116St, Room 102 Mailing: 435 W116St;|4906|OFFICE|212-854-1603
276274|JOURNAL OF LAW AND THE ARTS, COLUMBIA-VLA|600|MS* 4-1607|424 W116St, Room 207 Mailing: 435 W116St;|4906|OFFICE|212-854-1607
276276|JOURNAL OF PHILOSOPHY|600||709 Philos|4972||
276279|JOURNAL OF TRANSNATIONAL LAW, COLUMBIA|600|MS* 4-1604|424 W116St, Room 200 Mailing: 435 W116St;|4906|OFFICE|212-854-1604
276281|JOURNALISM, GRADUATE SCHOOL OF|600||2950 Bway|3812|FAX|212-854-7837
276310|J. REUBEN CLARK SOCIETY|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276312|JUILLIARD EXCHANGE PROGRAM|600|MS* 4-1223|403 Lerner|2607|OFFICE|212-854-1223
276314|JUILLIARD SCHOOL, THE|600||60 Lincoln Center Plaza  (10023)||OFFICE|212-799-5000
276316|JUNIOR CLASS (CC/SEAS)|600|MS* 4-3611|505  LERNER|2602|OFFICE|212-854-3611
276320|JUNIOR CLASS CENTER|600|MS* 4-1870|1fl Schap|8001|OFFICE|212-854-1870
276322|KATHRYN BACHE MILLER THEATRE|600||||OFFICE|212-854-1633
276324|KEENE, DONALD, CENTER OF JAPANESE CULTURE|600|MS* 4-5036|507 Kent|3920|OFFICE|212-854-5036
276326|KELLOGG CENTER|600||15fl IntAff|3328||
276329|KERNOCHAN CENTER FOR LAW, MEDIA, AND THE ARTS|600|MS* 4-7424|Mailing: 435 W116St;|4017|OFFICE|212-854-7424
276332|KLUGE SCHOLARS PROGRAM|600|MS* 4-5895|401 LERNER|2607|OFFICE|212-854-5895
276335|KOLEINU (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276337|KOREAN LEGAL STUDIES , CENTER FOR|600|MS* 5759|607 GREENE, BOX A-19||OFFICE|212-854-5759
276338|KOREAN STUDIES|600||||OFFICE|212-854-5028
276340|KOSHER DELI  (STUDENT ENTERPRISES)|600|MS* 4-7711|101 Hrtly|5727|OFFICE|212-854-7711
276343|LABOR RELATIONS|600||||OFFICE|212-870-2801
276345|LABORATORY SAFETY/CHEMICAL SAFETY OFFICER|600|MS* 4-2213|350 SWMD|2215|OFFICE|212-854-2213
276346|LABORATORY SAFETY OFFICERS|600|MC* 5-6780|601 W168St, Ste 66||OFFICE|212-305-6780
276350|LAMONT-DOHERTY EARTH OBSERVATORY|600||Palisades, NY 10964|||
276375|LANGUAGE RESOURCE CENTER|600|MS* 4-6341|353  INTAFF|3380|OFFICE|212-854-6341
276378|LATIN (CLASSICS DEPARTMENT)|600|MS* 4-3902|617 Hmltn|2861|OFFICE|212-854-3902
276380|LATIN AMERICAN STUDIES, INSTITUTE OF|600|MS* 4-4643|834 IntAff|3339|OFFICE|212-854-4643
276381|LATIN AMERICAN LAW STUDENT ASSOCIATION  (LALSA)|600|MS* 4-2395|108 Greene|4906|OFFICE|212-854-2395
276383|LATINO STUDIES PROGRAM|600|MS* 4-0507|424 Hamilton|2880|OFFICE|212-854-0507
276385|LAW AND CULTURE, CENTER FOR THE STUDY OF|600|MS* 4-2511|600/4 Greene||OFFICE|212-854-2511
276386|LAW REVUE|600|MS* 4-2395|Greene|4906|OFFICE|212-854-2395
276388|LAW SCHOOL DEMOCRATS|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276390|LAW SCHOOL NEWS|600|MS* 4-5833|320B ECampus Mailing: 435 W116St;|4906|OFFICE|212-854-5833
276393|LAW, SCHOOL OF|600|MS* 4-7946|435 W116St||FAX|212-854-7946
276640|LAW, SCIENCE, AND TECHNOLOGY, SILVER PROGRAM IN|600|MS* 4-8385|800/3 Greene, Box E-26||OFFICE|212-854-8385
276641|LAWRENCE HOSPITAL|600||55 PalmerAv, Bronxville, NY 10708||OFFICE|914-787-1000
276642|LAZARSFELD CENTER FOR THE SOCIAL SCIENCES|600|MS* 4-3081|820  INTAFF|3355|OFFICE|212-854-3081
276646|LEROY NEIMAN CENTER FOR PRINT STUDIES|600|MS* 4-4065|310 Dodge|1806|OFFICE|212-854-4065
276648|LIBERAL STUDIES MASTER OF ARTS PROGRAMS|600|||||
276652|LIBRARIAN, UNIVERSITY|600|MS* 4-2247|517  BTLR|1101|OFFICE|212-854-2247
276653|LIBRARIES, UNIVERSITY|600|||||
276877|spare listings|600|HS* 7-3692|||OFFICE|212-305-3692
276904|Barnard Information|600|MS* 4-5262|||OFFICE|212-854-5262
276986|LION LINE (SCORES AND RESULTS)|600|MS* 4-3030|PFCtr||OFFICE|212-854-3030
276987|LOST AND FOUND|600|MS* 4-2796|111 Low|4301|OFFICE|212-854-2796
276988|M.A. ONLY PROGRAMS (GSAS)|600|||||
276991|MAA READY PROJECT|600||81 ClrmtAv||OFFICE|212-222-7087
276994|MAIL SERVICES CAMPUS DISTRIBUTION  (CENTRAL  MAIL ROOM)|600|MS* 4-2081|101 ServBldg|5701|OFFICE|212-854-2081
276997|MAIL, UNDERGRADUATE STUDENT|600|MS* 4-0101|4FL LERNER||OFFICE|212-854-0101
276998|MAILING CENTER, BULK, COLUMBIA UNIVERSITY  (MAIL SERVICES)|600|MS* 4-6594|106 JRNL|3841|OFFICE|212-854-6594
277004|MAISON FRANCAISE|600|MS* 4-4482|2fl Buell|4990|OFFICE|212-854-4482
277006|MANHATTAN SCHOOL OF MUSIC|600||120 ClrmtAv||OFFICE|212-749-2802
277009|MARCONI SOCIETY, INC.|600|MS* 4-7676|500 SWMd|4716|OFFICE|212-854-7676
277011|MARIA MOORS CABOT PRIZES|600|MS* 4-5984|701 Jrnl|3809|OFFICE|212-854-5984
277012|MARINE GEOLOGY AND GEOPHYSICS DIVISION|600||Lmnt-Doh||OFFICE|845-365-8430
277013|BASSETT HEALTHCARE|600||Cooperstown, NY 13326||OFFICE|607-547-3456
277016|MATERIALS SCIENCE AND ENGINEERING RESEARCH,  CENTER FOR|600||||OFFICE|212-854-3964
277018|MATHEMATICS DEPARTMENT|600|MS* 4-8962|||FAX|212-854-8962
277025|MECHANICAL ENGINEERING DEPARTMENT|600|MS* 4-2965|220 SWMd|4703|OFFICE|212-854-2965
277028|MECHANICAL ENGINEERS, AMERICAN SOCIETY OF  (ASME)|600||220 SWMd|4703|OFFICE|212-854-2954
277031|MEDIA CENTER FOR ART HISTORY, ARCHAEOLOGY, AND HISTORIC PRESERVATION|600|||||
277035|MEDICAL INSURANCE|600||||OFFICE|212-870-3074
277037|MEDICAL INSURANCE, STUDENT|600||||OFFICE|212-854-7210
277039|MEDICAL INFORMATICS, DEPARTMENT OF|600|HS* 5-5780|622 W168St, VC5||OFFICE|212-305-5780
277041|MEDICAL SERVICES, PRIMARY CARE|600|MS* 4-7426|||OFFICE|212-854-7426
277048|MEDICAL SCHOOL|600||||OFFICE|212-305-3595
277050|MEDICINE DEPARTMENT|600|MC* 5-5960|622 W168St (PH 8-East)||OFFICE|212-305-5960
277052|MEDIEVAL JAPANESE STUDIES, INSTITUTE FOR|600|MS* 4-7403|509 Kent|3906|OFFICE|212-854-7403
277054|MEMORIAL SERVICES|600|MS* 4-1487|110 Chapl|2008|OFFICE|212-854-1487
277055|MENOPAUSE AND HORMONAL DISORDERS, CENTER FOR|600||16 E60St (10022)||OFFICE|212-326-8548
277057|METALLURGICAL ENGINEERING|600|MS* 4-2905|918 SWMd|4711|OFFICE|212-854-2905
277060|Microbiology and Immunology, Department of|600|MC* 5-3647|701 W168St (HHSC 12-1208)||OFFICE|212-305-3647
277067|MIDDLE EAST INSTITUTE|600|MS* 4-2584|1112 IntAff|3340|OFFICE|212-854-2584
277068|MIDDLE EAST AND ASIAN LANGUAGES AND CULTURES DEPARTMENT|600|MS* 4-2556|602 Kent|3928|OFFICE|212-854-2556
277078|MILLER THEATRE|600|MS* 4-1633|201 Dodge , 2960 Bway (at W116St)|1801|OFFICE|212-854-1633
277083|MINERAL ENGINEERING, CHEMICAL METALLURGY, AND METALLURG ICAL ENGINEERING|600|MS* 4-2928|918 SWMd|4711|OFFICE|212-854-2928
277086|MINING ENGINEERING|600|MS* 4-2984|924 SWMD|4711|OFFICE|212-854-2984
277089|MINING ENGINEERS, AMERICAN INSTITUTE OF  (AIME)|600|MS* 4-2984|924 SWMD|4711|OFFICE|212-854-2984
277091|MIXOLOGY COURSE  (STUDENT ENTERPRISES)|600|MS* 4-4537|ECampus|5727|OFFICE|212-854-4537
277092|MODERN GREEK|600|MS* 4-2189|515 Hmltn|2861|OFFICE|212-854-2189
277094|MOLECULAR BIOPHYSICS, BIOCHEMISTRY AND, DEPARTMENT|600|MC* 5-3882|630 W168St, Box 36||OFFICE|212-305-3882
277096|MOLECULAR RECOGNITION, CENTER FOR|600|MC* 5-3973|630 W168St (P&S 11-401)||OFFICE|212-305-3973
277097|MOOT COURT EXECUTIVE BOARD|600|MS* 4-1600|424 W116St, Room 107 Mailing: 435 W116St||OFFICE|212-854-1600
277099|MORNINGSIDE AREA ALLIANCE  (MAA)|600||90 MngsdDr||OFFICE|212-749-1570
277103|MUSIC DEPARTMENT|600|MS* 4-3825|621 Dodge|1813|OFFICE|212-854-3825
277111|MUSLIM LAW STUDENTS ASSOCIATION|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
277115|NATIONAL ALUMNI PROGRAM|600|MS* 1-7800|622 W 113 ST NY, NY 10025|7725|OFFICE|212-851-7800
277118|NATIONAL BLACK LAW JOURNAL, THE|600|MS* 4-3318|Mailing: 435 W116St||OFFICE|212-854-3318
277120|NATIONAL CENTER FOR CHILDREN IN POVERTY   (PUBLIC HEALTH)|600||215 W125ST, 3FL||OFFICE|646-284-9600
277121|NATIONAL CENTER ON ADDICTION AND SUBSTANCE ABUSE|600||633 3rdAv (10017)||OFFICE|212-841-5200
277123|NATIONAL LAWYERS GUILD (NLG)|600|MS* 4-2395|Mailing: 435 W116St;|4906|OFFICE|212-854-2395
277125|NATIONAL OPPORTUNITY PROGRAM  (NOP)  (CC/SEAS)|600||||OFFICE|212-854-3414
277127|NATIONAL RESOURCE CENTER FOR EAST ASIAN STUDIES|600|MS* 4-2592|914 IntAff|3333|OFFICE|212-854-2592
277128|NATIONAL RESOURCE CENTER FOR EAST EUROPEAN, RUSSIAN, AND EURASIAN STUDIES|600|MS* 4-4008|1227 IntAff|3336|OFFICE|212-854-4008
277129|NATIONAL RESOURCE CENTER FOR MIDDLE EAST STUDIES|600|MS* 4-2584|1128 INTAFF|3334|OFFICE|212-854-2584
277130|NATIONAL RESOURCE CENTER FOR SOUTH ASIAN STUDIES|600|MS* 4-3616|1128 IntAff|3334|OFFICE|212-854-3616
277131|NATIONAL RESOURCE CENTER FOR WESTERN EUROPEAN STUDIES|600|MS* 4-4618|1227 IntAff|3336|OFFICE|212-854-4618
277138|NEIGHBORHOOD KIDS TUTORIAL PROGRAM|600|MS* 4-2395|W&JWarren; Mailing: 435 W116St|4906|OFFICE|212-854-2395
277142|NETWORK ASSISTANCE (CUIT)|600|||||
277145|NEUROBIOLOGY AND BEHAVIOR, CENTER FOR|600||722 W168ST, KOLB ANNEX, ROOM 865  MAILING: 1051 RV||OFFICE|212-543-5265
277149|NEUROLOGICAL SURGERY DEPARTMENT|600|MC* 5-5543|710 W168St, Room 441||OFFICE|212-305-5543
277151|NEUROLOGY DEPARTMENT|600|MC* 7- 1336|710 W168St||OFFICE|212-305-1336
277154|NEVIS LABS (PHYSICS)|600|NL* 72-8100|Irvington, NY 10533|5254|OFFICE|914-591-8100
277156|NEW MEDIA TEACHING AND LEARNING, COLUMBIA  CENTER FOR|600||||OFFICE|212-854-9059
277158|NEW MILFORD HOSPITAL|600||New Milford, CT (06776)||OFFICE|860-355-2611
277163|NEW YORK COLLEGE OF PODIATRIC MEDICINE  AND THE FOOT CLINICS|600||1800 Park Av (10035)||OFFICE|212-410-8000
277164|NEW YORK STATE CENTER FOR ADVANCED TECHNOLOGY|600||||OFFICE|212-305-2947
277166|NEW YORK STATE PSYCHIATRIC INSTITUTE AND HOSPITAL|600||1051 RvsdDr||OFFICE|212-543-5000
277167|NEWS, LAW SCHOOL|600|MS* 4-5833|320B ECampus; Mailing: 435 W116St||OFFICE|212-854-5833
277169|NEW YORK-PRESBYTERIAN HOSPITAL, COLUMBIA|600|HS* 5-2500|622 W168St||OFFICE|212-305-2500
277175|NSF INDUSTRY UNIVERSITY RESEARCH CENTER FOR|600|MS* 4-8394|911 SWMd|4711|OFFICE|212-854-8394
277177|NURSERY SCHOOLS|600|||||
277183|NURSING, SCHOOL OF|600|MC* 5-6937|617 W168St||FAX|212-305-6937
277195|NUTRITION, HUMAN, INSTITUTE OF|600|MC* 5-4808|PH 15 East, Rm 1512, Box 61||OFFICE|212-305-4808
277198|NYACK HOSPITAL|600||Nyack, NY  10960||OFFICE|845-348-2000
277199|OBSTETRICS AND GYNECOLOGY DEPARTMENT|600|MC* 5-2373|622  W168ST, PH-16||OFFICE|212-305-2373
277201|OCCUPATIONAL HEALTH|600|||||
277203|OCCUPATIONAL HYGIENE OFFICER|600|MC* 5-6780|601 W168ST, STE 63||OFFICE|212-305-6780
277205|OCCUPATIONAL THERAPY, PROGRAMS IN|600|MC* 5-3781|710 W168St||OFFICE|212-305-3781
277206|OCEANS AND CLIMATES DIVISION|600||Lmnt-Doh||OFFICE|845-365-8518
277207|OFF-CAMPUS HOUSING ASSISTANCE  (OCHA)|600|MS* 4-2773|419 W119St|8893|OFFICE|212-854-2773
277209|OFFICE OF SPONSORED RESEARCH (OSR)|600|MS* 4-5725|803B IntAff|3355|OFFICE|212-854-5725
277211|OMBUDS OFFICE|600|||5558||
277216|OPERATIONS RESEARCH DEPARTMENT, INDUSTRIAL ENGINEERING AND|600|MS* 4-2942|331 SWMd|4704|OFFICE|212-854-2942
277218|OPHTHALMOLOGY DEPARTMENT|600|MC* 6-2725|635 W165St||OFFICE|212-305-2725
277220|OPPORTUNITY PROGRAMS AND UNDERGRADUATE SERVICES (OPUS) (CC/SEAS)|600|MS* 4-3514|530 SWMd|4747|OFFICE|212-854-3514
277222|ORAL HISTORY RESEARCH OFFICE|600|MS* 4-7083|801 Btlr (Mail: Box 20, Btlr)|1129|OFFICE|212-854-7083
277228|ORCHESTRA, COLUMBIA UNIVERSITY|600|MS* 4-6689|806 Dodge|1813|OFFICE|212-854-6689
277229|ORGANIST|600|MS* 4- 1487|110 Chapl|2008|OFFICE|212-854-1487
277230|ORTHOPEDIC SURGERY DEPARTMENT|600|MC* 5-5974|622 W168St, PH-11||OFFICE|212-305-5974
277234|OSCAR HAMMERSTEIN II CENTER FOR THEATRE STUDIES  (SCHOOL OF THE ARTS)|600|MS* 4-3408|601 Dodge|1807|OFFICE|212-854-3408
277235|OTOLARYNGOLOGY/HEAD AND NECK SURGERY DEPARTMENT|600|MC* 6-5820|630 W168St||OFFICE|212-305-5820
277237|OUTDOOR ORIENTATION PROGRAM, COLUMBIA  (COOP, COBOP, COROP)  (CC)|600|MS* 4-3611|505 LERNER|2601|OFFICE|212-854-3611
277243|OWLS/MSG/SWIFT|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
277245|OXFORD-CAMBRIDGE SCHOLARS PROGRAM  (CC)|600|MS* 4-1219|208 HMLTN|2805|OFFICE|212-854-1219
277247|OXFORD INSURANCE (POINT-OF-SERVICE OR HMO)|600||||OFFICE|212-870-3074
277249|PALISADES MEDICAL CENTER|600||7600 River Rd, N Bergen, NJ 07047||OFFICE|201-854-5000
277250|P&S CLUB|600||50 HavenAv||OFFICE|212-304-7025
277251|P&S JOURNAL|600||630 W168ST  (PH  RM 132)||OFFICE|212-305-3877
277253|PANHELLENIC SORORITIES (COUNCIL)|600|MS* 4-9134|515 LERNER|4205|OFFICE|212-854-9134
277254|PARKER SCHOOL OF FOREIGN AND COMPARATIVE LAW|600|MS* 4-0426|534 Greene, Box D-1||OFFICE|212-854-0426
277255|TRANSPORTATION|600|MS* 4-3382|101 SERV BLDG|5701|OFFICE|212-854-3382
277256|PATHOLOGY DEPARTMENT|600|MC* 5-7164|630 W168St||OFFICE|212-305-7164
277260|PEDIATRICS DEPARTMENT|600|MC* 5-2934|630 W168St||OFFICE|212-305-2934
277264|PHARMACOLOGY DEPARTMENT|600|MC* 5-8778|630 W168ST, PH 7 WEST, RM 318||OFFICE|212-305-8778
277267|PHILOSOPHY DEPARTMENT|600|MS* 4-3196|708 Philos|4971|OFFICE|212-854-3196
277270|PHOTO STORE|600|MC* 5-5598|PRES HOSP 20||OFFICE|212-305-5598
277273|PHOTOCOPYING|600||||OFFICE|212-854-3233
277275|PHOTOGRAPHIC SERVICES|600|MS* 4-6527|752 SchrmExt|4321|OFFICE|212-854-6527
277277|PHOTOGRAPHY|600|MC* 5-7716|Pres Hosp 20||OFFICE|212-305-7716
277278|PHYSICAL EDUCATION AND INTERCOLLEGIATE ATHLETICS DEPARTMENT|600|MS* 4-8168|||FAX|212-854-8168
277342|PHYSICAL PLANT|600|||||
277344|PHYSICAL THERAPY, PROGRAM IN|600|MC* 5-3781|710 W168St||OFFICE|212-305-3781
277347|PHYSICS DEPARTMENT|600|MS* 4-3379|||FAX|212-854-3379
277370|PHYSIOLOGY AND CELLULAR BIOPHYSICS DEPARTMENT|600||630 W168St, Box 22|||
277372|PICKER CENTER FOR EXECUTIVE EDUCATION|600|MS* 4-2710|400 IntAff|3328|OFFICE|212-854-2710
277374|PLANETARY SCIENCE, INTERDEPARTMENTAL COMMITTEE ON ATMOSPHERIC AND|600||2880 Bway (10025)|207|OFFICE|212-678-5588
277375|PLANNING, URBAN|600|||||
277377|PLANNING AND INSTITUTIONAL RESEARCH|600|MS* 4-3036|401 LOW|4317|OFFICE|212-854-3036
277379|PLANNING AND SPACE MANAGEMENT, OFFICE OF|600|MS* 4-1115|B-230 ECampus|3403|OFFICE|212-854-1115
277383|POLISH (SLAVIC LANGUAGES)|600|MS* 4-3941|708 Hmltn|2839|OFFICE|212-854-3941
277385|POLITICAL SCIENCE DEPARTMENT|600||722 IntAff|3320||
277391|PORTUGUESE|600||||OFFICE|212-854-4187
277393|POSTBACCALAUREATE PREMEDICAL PROGRAM  (GS)|600|MS* 4-0467|404 Lwsn|4109|OFFICE|212-854-0467
277395|POSTBACCALAUREATE PROGRAM IN CLASSICS|600|MS*4-7821|617B Hmltn|2861|OFFICE|212-854-7821
277397|POSTCRYPT STUDENT ART GALLERY  (CC)|600|MS* 4-3611|Chapl bsmt||OFFICE|212-854-3611
277398|POSTERS|600|||||
277402|PREMEDICAL ASSOCIATION (GS)|600|MS* 4-5724|Lerner||OFFICE|212-854-5724
277403|PREMEDICAL SOCIETY, CHARLES DREW  (CC)|600|MS* 4-4909|505  LERNER|2602|OFFICE|212-854-4909
277405|PRE-PROFESSIONAL PROGRAMS, OFFICE 0F (CC)|600|MS* 4-8722|101 CRMAN|1205|OFFICE|212-854-8722
277407|PRESBYTERIAN HOSPITAL, COLUMBIA PRESBYTERIAN MEDICAL CENTER OF NEW YORK|600|HS* 5-2500|622 W168St||OFFICE|212-305-2500
277411|PRESIDENTS EMERITI OF THE UNIVERSITY|600|||||
277413|PRESIDENT'S OFFICE|600|MS* 4-9970|202  LOW|4309|OFFICE|212-854-9970
277417|PRESIDENT'S HOUSE|600|MS* 4-5700|60 MngsdDr|5101|OFFICE|212-854-5700
277420|PRESS, COLUMBIA UNIVERSITY|600||61 W62St (10023)||OFFICE|212-459-0600
277423|PRINT SERVICES|600|MS* 4-3233|106 Jrnl|3841|OFFICE|212-854-3233
277438|PRISON ACCESS WORKING GROUP|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
277440|PROFESSIONAL ENTREPRENEURS AT COLUMBIA (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
277442|PROGRAM IN ECONOMIC POLICY MANAGEMENT|600|MS* 4-6982|1303 INTAFF|3332|OFFICE|212-854-6982
277443|PROGRAM IN HELLENIC STUDIES|600|MS* 4-2189|515 Hmltn|2873|OFFICE|212-854-2189
277445|PROGRAM ON INFORMATION AND RESOURCES|600|MS* 4-7275|405 Low|4335|OFFICE|212-854-7275
277449|PROGRESSIVE FORUM (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
277451|PROJECT ACT II|600|IC* 4-3268|1942 Interchurch|4600|OFFICE|212-870-3268
277454|PROJECTION SERVICES|600|MC* 5-8356|Pres Hosp 20||OFFICE|212-305-8356
277455|PROJECTS AND GRANTS, OFFICE OF|600|MS* 4-6851|254 EngTer|2205|OFFICE|212-854-6851
277457|PROSPECTS: AN ANNUAL OF AMERICAN CULTURAL STUDIES|600|MS* 4-8253|603 Lwsn|4106|OFFICE|212-854-8253
277459|PROVOST OF THE UNIVERSITY|600|MS* 4-2403|205 Low|4313|OFFICE|212-854-2403
277482|PSYCHIATRIC INSTITUTE AND HOSPITAL, NEW YORK STATE|600||1051 RvsdDr||OFFICE|212-543-5000
277483|PSYCHIATRY DEPARTMENT|600||1051 RvsdDr||OFFICE|212-543-5305
277485|PSYCHOANALYTIC TRAINING AND RESEARCH, CENTER FOR|600||1051 RvsdDr||OFFICE|212-927-5000
277487|PSYCHOLOGY DEPARTMENT|600|MS* 4-2069|415 Milbank|5501|OFFICE|212-854-2069
277493|PUBLIC AFFAIRS, VICE PRESIDENT FOR|600|MS* 4-2401|301 Low|4319|OFFICE|212-854-2401
277497|PUBLIC HEALTH, MAILMAN SCHOOL OF|600||722 W168St||OFFICE|212-305-4797
277527|PUBLIC INFORMATION AND COMMUNICATIONS, OFFICE OF|600|MS* 4-5573|402 LOW|4321|OFFICE|212-854-5573
277536|PUBLIC INTEREST LAW, CENTER FOR|600|MS* 4-6158|WCWarren (410 W116St) Mailing: 435 W116St, Box A-2||OFFICE|212-854-6158
277539|PUBLIC INTEREST LAW FOUNDATION  (PILF)|600|MS* 4-5917|112 Greene|4906|OFFICE|212-854-5917
