DirectorySeqnum;DirectoryName;Parent;TieLine;Address;MailCode;PhoneType;PhoneNumber
277322;ASSOCIATE DIRECTOR, PROGRAMS:;277320;MS* 4-2543;;;OFFICE;212-854-2543
277323;ASSOCIATE DIRECTOR, PROGRAMS:;277320;MS* 4-8373;;;OFFICE;212-854-8373
277324;ASSOCIATE DIRECTOR, COMPLIANCE AND STUDENT AFFAIRS:;277320;MS* 4-2544;;;OFFICE;212-854-2544
277325;ASSOCIATE DIRECTOR, EXTERNAL AFFAIRS:;277320;MS* 4-7064;;;OFFICE;212-854-7064
277326;MANAGER, BUDGET OPERATIONS;277320;MS* 4-7123;;;OFFICE;212-854-7123
277327;DIRECTOR, FACILITY OPERATIONS/INTRAMURAL AND CLUB SPORTS     WILLIAM EBNER;277320;MS* 4-5911;;;OFFICE;212-854-5911
277330;FRONT DESK;277329;MS* 4-7149;;;OFFICE;212-854-7149
277331;INFORMATION, GENERAL;277329;MS* 4-2538;;;OFFICE;212-854-2538
277334;INFORMATION, ATHLETIC EVENTS AND RESULTS;277329;MS* 4-3030;;;OFFICE;212-854-3030
277337;PHONE;277336;MS* 4-3439;;;OFFICE;212-854-3439
277352;ASSISTANT TO THE CHAIRMAN;277351;MS* 4-3366;704 Pupin;5255;OFFICE;212-854-3366
277354;PHONE;277353;MS* 4-3257;;;OFFICE;212-854-3257
277363;FAX;277362;;;;FAX;914-591-8120
277367;FAX;277366;;;;FAX;212-932-3169
277419;Fax;277418;MS* 4-0156;;;FAX;212-854-0156
277431;FAX RECEPTION SERVICE;277430;;106 JRNL;3841;FAX;212-222-0193
277432;RECEPTION SERVICE PHONE;277430;MS* 4-3797;401 IntAff;3841;OFFICE;212-854-3797
277433;FAX RECEPTION SERVICE;277430;;401 INTAFF;3841;FAX;212-864-2728
277434;RECEPTION SERVICE PHONE;277430;MC* 5-3614;630  W168ST, RM 2-466;;OFFICE;212-305-3614
277435;FAX RECEPTION SERVICE;277430;;;;FAX;212-342-2925
277453;INFORMATION;277452;;;;OFFICE;202-293-7394
277464;FAX;277463;MS* 4-2257;;;FAX;212-854-2257
277467;FAX;277466;MS* 4-1368;;;FAX;212-854-1368
277469;FAX;277468;MS* 4-9720;;;FAX;212-854-9720
277471;FAX;277470;MS* 4-2257;;;FAX;212-854-2257
277473;FAX;277472;MS* 4-2738;;;FAX;212-854-2738
277491;FAX;277490;MS* 4-5660;;;FAX;212-854-5660
277492;REFERENCE;277490;MS* 4-5658;;;OFFICE;212-854-5658
277501;PHONE;277500;MC* 5-1548;;;OFFICE;212-305-1548
277508;Main Number;277507;MC* 5-4797;;;OFFICE;212-305-4797
277514;Biostatistics;277513;MC* 5-9398;722  W168ST 6FL;;OFFICE;212-305-9398
277515;Environmental Health sciences;277513;MC* 5-3464;60 HavenAv, B1;;OFFICE;212-305-3464
277516;Epidemiology;277513;MC* 5-9412;722  W168ST;;OFFICE;212-305-9412
277517;Health Policy and Management;277513;MC* 5-0296;600 W168ST, 6FL;;OFFICE;212-305-0296
277518;Population and Family Health, Heilbrunn Department of,;277513;MC* 8-5200;60 HavenAv, B2;;OFFICE;212-304-5200
277519;Sociomedical Sciences;277513;MC* 5-5656;722 W168St, 9fl;;OFFICE;212-305-5656
277532;FAX;277531;MS* 4-5324;;;FAX;212-854-5324
277534;CALENDAR;277533;MS* 4-3282;402 LOW;4321;OFFICE;212-854-3282
277556;FAX;277555;MS* 4-9534;;;FAX;212-854-9534
277558;FAX;277557;MS* 4-9534;;;FAX;212-854-9534
277562;FAX;277561;MS* 4-9534;;;FAX;212-854-9534
277563;TO OBTAIN AN ADDITIONAL DIRECTORY;277561;MS* 4-0000;;;OFFICE;212-854-0000
277587;FAX;277586;MC* 5-0318;;;FAX;212-305-0318
277691;CAMPUS SECURITY;277690;MS* 4-2796;;;OFFICE;212-854-2796
277692;EMERGENCIES/AMBULANCE   99 OR;277690;MS* 4-5555;;;OFFICE;212-854-5555
277694;EMERGENCIES/AMBULANCE;277693;MC* 5-7979;;;OFFICE;212-305-7979
277754;CIRCULATION;277753;MS* 1-2194;;;OFFICE;212-851-2194
277755;REFERENCE;277753;MS* 1-2196;;;OFFICE;212-851--2196
277756;LIBRARIAN;277753;MS* 1-2195;;;OFFICE;212-851-2195
277815;FAX;277814;MS* 4-5322;;;FAX;212-854-5322
277832;compusads@columbiaspectator.com;277831;;;;;
277860;FAX;277859;MS* 4-3434;;;FAX;212-854-3434
277862;FAX;277861;MS* 4-3434;;;FAX;212-854-3434
277864;FAX;277863;MS* 4-3434;;;FAX;212-854-3434
277866;FAX;277865;MS* 4-3434;;;FAX;212-854-3434
277868;FAX;277867;MS* 4-3434;;;FAX;212-854-3434
277870;FAX;277869;MS* 4-3434;;;FAX;212-854-3434
277874;FAX;277873;MS* 4-3434;;;FAX;212-854-3434
277876;FAX;277875;MS* 4-3434;;;FAX;212-854-3434
277878;FAX;277877;MS* 4-3434;;;FAX;212-854-3434
277880;FAX;277879;MS* 4-3434;;;FAX;212-854-3434
277882;FAX;277881;MS* 4-3434;;;FAX;212-854-3434
277884;FAX;277883;MS* 4-3434;;;FAX;212-854-3434
277886;FAX;277885;MS* 4-3434;;;FAX;212-854-3434
277892;FAX;277891;MS* 4-3434;;;FAX;212-854-3434
277894;FAX;277893;MS* 4-3434;;;FAX;212-854-3434
277896;FAX;277895;MS* 4-3434;;;FAX;212-854-3434
277898;FAX;277897;MS* 4-3434;;;FAX;212-854-3434
277900;FAX;277899;MS* 4-3434;;;FAX;212-854-3434
277902;FAX;277901;MS* 4-3434;;;FAX;212-854-3434
277904;FAX;277903;MS* 4-3434;;;FAX;212-854-3434
277906;FAX;277905;MS* 4-3434;;;FAX;212-854-3434
277908;FAX;277907;MS* 4-3434;;;FAX;212-854-3434
277910;FAX;277909;MS* 4-3434;;;FAX;212-854-3434
277912;FAX;277911;MS* 4-3434;;;FAX;212-854-3434
277914;FAX;277913;MS* 4-3434;;;FAX;212-854-3434
277916;FAX;277915;MS* 4-3434;;;FAX;212-854-3434
277918;FAX;277917;MS* 4-3434;;;FAX;212-854-3434
277920;FAX;277919;MS* 4-3434;;;FAX;212-854-3434
277922;FAX;277921;MS* 4-3434;;;FAX;212-854-3434
277924;FAX;277923;MS* 4-3434;;;FAX;212-854-3434
277926;FAX;277925;MS* 4-3434;;;FAX;212-854-3434
277928;FAX;277927;MS* 4-3434;;;FAX;212-854-3434
277930;FAX;277929;MS* 4-3434;;;FAX;212-854-3434
277932;FAX;277931;MS* 4-3434;;;FAX;212-854-3434
277936;FAX;277935;MS* 4-3434;;;FAX;212-854-3434
277940;FAX;277939;MS* 4-3434;;;FAX;212-854-3434
277942;FAX;277941;MS* 4-3434;;;FAX;212-854-3434
277944;FAX;277943;MS* 4-3434;;;FAX;212-854-3434
277946;FAX;277945;MS* 4-3434;;;FAX;212-854-3434
277950;FAX;277949;MS* 4-3434;;;FAX;212-854-3434
277954;FAX;277953;MS* 4-6972;;;FAX;212-854-6972
277956;FAX;277955;MS* 4-6972;;;FAX;212-854-6972
277958;FAX;277957;MS* 4-3434;;;FAX;212-854-3434
277967;FAX;277966;MS* 4-3434;;;FAX;212-854-3434
277969;FAX;277968;MS* 4-3434;;;FAX;212-854-3434
277971;FAX;277970;MS* 4-3434;;;FAX;212-854-3434
277973;FAX;277972;MS* 4-3434;;;FAX;212-854-3434
277977;FAX;277976;MS* 4-3434;;;FAX;212-854-3434
277981;FAX;277980;MS* 4-3434;;;FAX;212-854-3434
277983;FAX;277982;MS* 4-3434;;;FAX;212-854-3434
277985;FAX;277984;MS* 4-3434;;;FAX;212-854-3434
277987;FAX;277986;MS* 4-3434;;;FAX;212-854-3434
277989;FAX;277988;MS* 4-3434;;;FAX;212-854-3434
277991;FAX;277990;MS* 4-3434;;;FAX;212-854-3434
277993;FAX;277992;MS* 4-3434;;;FAX;212-854-3434
277995;FAX;277994;MS* 4-3434;;;FAX;212-854-3434
277997;FAX;277996;MS* 4-3434;;;FAX;212-854-3434
277999;FAX;277998;MS* 4-3434;;;FAX;212-854-3434
278000;FAX;277998;MS* 4-3434;401 Lerner;2602;FAX;212-854-3434
278002;FAX;278001;MS* 4-3434;;;FAX;212-854-3434
278004;FAX;278003;MS* 4-3434;;;FAX;212-854-3434
278006;FAX;278005;MS* 4-3434;;;FAX;212-854-3434
278008;FAX;278007;MS* 4-3434;;;FAX;212-854-3434
278010;FAX;278009;MS* 4-3434;;;FAX;212-854-3434
278012;FAX;278011;MS* 4-3434;;;FAX;212-854-3434
278014;FAX;278013;MS* 4-3434;;;FAX;212-854-3434
278016;FAX;278015;MS* 4-3434;;;FAX;212-854-3434
278018;FAX;278017;MS* 4-3434;;;FAX;212-854-3434
278020;FAX;278019;MS* 4-3434;;;FAX;212-854-3434
278022;FAX;278021;MS* 4-3434;;;FAX;212-854-3434
278026;FAX;278025;MS* 4-3434;;;FAX;212-854-3434
278028;FAX;278027;MS* 4-3434;;;FAX;212-854-3434
278031;FAX;278030;MS* 4-3434;;;FAX;212-854-3434
278033;FAX;278032;MS* 4-3434;;;FAX;212-854-3434
278035;FAX;278034;MS* 4-3434;;;FAX;212-854-3434
278037;FAX;278036;MS* 4-3434;;;FAX;212-854-3434
278039;FAX;278038;MS* 4-3434;;;FAX;212-854-3434
278041;FAX;278040;MS* 4-3434;;;FAX;212-854-3434
278043;FAX;278042;MS* 4-6972;;;FAX;212-854-6972
278045;FAX;278044;MS* 4-3434;;;FAX;212-854-3434
278047;FAX;278046;MS* 4-3434;;;FAX;212-854-3434
278049;FAX;278048;MS* 4-3434;;;FAX;212-854-3434
278051;FAX;278050;MS* 4-3434;;;FAX;212-854-3434
278053;FAX;278052;MS* 4-3434;;;FAX;212-854-3434
278055;FAX;278054;MS* 4-3434;;;FAX;212-854-3434
278057;FAX;278056;MS* 4-3434;;;FAX;212-854-3434
278059;FAX;278058;MS* 4-3434;;;FAX;212-854-3434
278061;FAX;278060;MS* 4-3434;;;FAX;212-854-3434
278063;FAX;278062;MS* 4-3434;;;FAX;212-854-3434
278065;FAX;278064;MS* 4-3434;;;FAX;212-854-3434
278067;FAX;278066;MS* 4-3434;;;FAX;212-854-3434
278069;FAX;278068;MS* 4-3434;;;FAX;212-854-3434
278071;FAX;278070;MS* 4-3434;;;FAX;212-854-3434
278073;PHONE;278072;MS* 4-3611;;;OFFICE;212-854-3611
278074;FAX;278072;MS* 4-6972;;;FAX;212-854-6972
278077;FAX;278075;MS* 4-3434;;;FAX;212-854-3434
278079;FAX;278078;MS* 4-3434;;;FAX;212-854-3434
278081;FAX;278080;MS* 4-3434;;;FAX;212-854-3434
278083;FAX;278082;MS* 4-3434;;;FAX;212-854-3434
278088;FAX;278084;MS* 4-3434;;;FAX;212-854-3434
278090;FAX;278089;MS* 4-3434;;;FAX;212-854-3434
278092;FAX;278091;MS* 4-3434;;;FAX;212-854-3434
278094;FAX;278093;MS* 4-3434;;;FAX;212-854-3434
278096;FAX;278095;MS* 4-3434;;;FAX;212-854-3434
278100;FAX;278099;MS* 4-3434;;;FAX;212-854-3434
278102;FAX;278101;MS* 4-3434;;;FAX;212-854-3434
278106;FAX;278105;MS* 4-3434;;;FAX;212-854-3434
278108;FAX;278107;MS* 4-3434;;;FAX;212-854-3434
278110;FAX;278109;MS* 4-3434;;;FAX;212-854-3434
278112;FAX;278111;MS* 4-3434;;;FAX;212-854-3434
278114;FAX;278113;MS* 4-3434;;;FAX;212-854-3434
278116;FAX;278115;MS* 4-3434;;;FAX;212-854-3434
278118;FAX;278117;MS* 4-3434;;;FAX;212-854-3434
278120;FAX;278119;MS* 4-3434;;;FAX;212-854-3434
278122;FAX;278121;MS* 4-3434;;;FAX;212-854-3434
278124;FAX;278123;MS* 4-3434;;;FAX;212-854-3434
278126;FAX;278125;MS* 4-3434;;;FAX;212-854-3434
278128;FAX;278127;MS* 4-3434;;;FAX;212-854-3434
278130;FAX;278129;MS* 4-3434;;;FAX;212-854-3434
278132;FAX;278131;MS* 4-3434;;;FAX;212-854-3434
278134;FAX;278133;MS* 4-3434;;;FAX;212-854-3434
278136;FAX;278135;MS* 4-3434;;;FAX;212-854-3434
278138;FAX;278137;MS* 4-3434;;;FAX;212-854-3434
278140;FAX;278139;MS* 4-3434;;;FAX;212-854-3434
278142;FAX;278141;MS* 4-3434;;;FAX;212-854-3434
278144;FAX;278143;MS* 4-3434;;;FAX;212-854-3434
278146;FAX;278145;MS* 4-3434;;;FAX;212-854-3434
278148;FAX;278147;MS* 4-3434;;;FAX;212-854-3434
278150;FAX;278149;MS* 4-3434;;;FAX;212-854-3434
278152;FAX;278151;MS* 4-3434;;;FAX;212-854-3434
278154;FAX;278153;MS* 4-3434;;;FAX;212-854-3434
278156;FAX;278155;MS* 4-3434;;;FAX;212-854-3434
278158;FAX;278157;MS* 4-3434;;;FAX;212-854-3434
278160;FAX;278159;MS* 4-3434;;;FAX;212-854-3434
278162;FAX;278161;MS* 4-3434;;;FAX;212-854-3434
278164;FAX;278163;MS* 4-3434;;;FAX;212-854-3434
278170;FAX;278169;MS* 4-3434;;;FAX;212-854-3434
278172;FAX;278171;MS* 4-3434;;;FAX;212-854-3434
278176;FAX;278173;MS* 4-3434;;;FAX;212-854-3434
278178;FAX;278177;MS* 4-3434;;;FAX;212-854-3434
278180;FAX;278179;MS* 4-3434;;;FAX;212-854-3434
278184;FAX;278183;MS* 4-3434;;;FAX;212-854-3434
278186;FAX;278185;MS* 4-3434;;;FAX;212-854-3434
278206;FAX;278205;MS* 4-3434;;;FAX;212-854-3434
278208;FAX;278207;MS* 4-3434;;;FAX;212-854-3434
278223;VICE PRESIDENT;278222;MS* 4- 6638;;;OFFICE;212-854-6638
278224;EXECUTIVE DIRECTOR, STRATEGIC PLANNING;278222;MS* 4- 7572;;;OFFICE;212-854-7572
278274;FAX;278273;;;;FAX;212-305-1590
278275;REGISTRAR;278273;;;;OFFICE;212-305-3992
278276;STUDENT ACCOUNTS;278273;;;;OFFICE;212-305-3633
278277;CASHIERING;278273;;;;OFFICE;212-305-1108
278281;lernerhall@columbia.edu;278279;;;;;
278284;Director OF Catering / Executive Chef;278279;MS* 4-2338;;;OFFICE;212-854-2338
278285;Director, of Event Management;278279;MS* 4-5798;;;OFFICE;212-854-5798
278286;Assistant Vice President for the Student Center and University Event Management;278279;MS* 4-5051;;;OFFICE;212-854-5051
278288;FAX;278287;MS* 4-8747;;;FAX;212-854-8747
278325;BROADWAY RESIDENCE HALL;390517;MS* 4-2775;566 W114St;;OFFICE;212-854-2775
278334;CARMAN;390517;MS* 4-2775;545 W114St;;OFFICE;212-854-2775
278350;EAST CAMPUS;390517;MS* 4-2775;70 MngsdDr;;OFFICE;212-854-2775
278369;47 CLAREMONT;390517;MS* 4-2775;47 Claremont;;OFFICE;212-854-2775
278374;FURNALD;390517;MS* 4-2775;2940 Bway;;OFFICE;212-854-2775
278384;HARTLEY;390517;MS* 4-2775;1124 AmstAv;;OFFICE;212-854-2775
278396;HOGAN;390517;MS* 4-2775;566 W114St;;OFFICE;212-854-2775
278401;JOHN JAY;390517;MS* 4-2775;511 W114St;;OFFICE;212-854-2775
278416;MCBAIN;390517;MS* 4-2775;562 W113St;;OFFICE;212-854-2775
278427;RUGGLES;390517;MS* 4-2775;508 W114St;;OFFICE;212-854-2775
278434;SCHAPIRO;390517;MS* 4-2775;605-15 W115St;;OFFICE;212-854-2775
278450;WALLACH;390517;MS* 4-2775;1116 AmstAv;;OFFICE;212-854-2775
278461;WATT;390517;MS* 4-2775;549 W113St;;OFFICE;212-854-2775
278465;WIEN;390517;MS* 4-2775;411 W116St;;OFFICE;212-854-2775
278478;WOODBRIDGE;390517;MS* 4-2775;431 RvsdDr;;OFFICE;212-854-2775
278489;FAX;278488;;;;FAX;212-866-8476
278490;EXECUTIVE DIRECTOR;278488;MS* 4-6620;;;OFFICE;212-854-6620
278491;DEPARTMENTAL MANAGER;278488;MS* 4-1532;;;OFFICE;212-854-1532
278492;FEDERAL WORK-STUDY PAYROLL;278488;MS* 4-2392;;;OFFICE;212-854-2392
278496;FAX;278495;MS* 4-1450;;;FAX;212-854-1450
278497;HELP DESK, INFOLINE;278495;MS* 4-2989;;;OFFICE;212-854-2989
278498;DIRECTOR;278495;MS* 4-6751;;;OFFICE;212-854-6751
278518;FAX;278517;MS* 4-5861;;;FAX;212-854-5861
278524;FAX;278523;HS* 6-9474;;;FAX;212-305-9474
278526;FAX;278525;MC* 5-3100;;;FAX;212-305-3100
278574;"World's Largest Travel Agency For Students";278573;;;;;
278576;FAX;278573;;;;FAX;212-316-0523
278579;FAX;278578;MS* 4-1019;;;FAX;212-854-1019
278580;F.A.S. OPERATIONS;278578;MS* 4-1010;;;OFFICE;212-854-1010
278581;GENERAL ACCOUNTING/IDI S;278578;MS* 4-1012;;;OFFICE;212-854-1012
278582;INSTITUTIONAL REAL ESTATE ACCOUNTING;278578;MS* 4-1009;1700 Bway, 10fl;7408;OFFICE;212-854-1009
278583;INVESTMENT ACCOUNTING;278578;MS* 4-1029;1700 Bway, 10fl;;OFFICE;212-854-1029
278592;AMERICAN EXPRESS CORPORATE CARD;278584;MS* 4-3921;;;OFFICE;212-854-3921
278595;AP/CAR APPLICATIONS AND SECURITY;278584;MS* 4-2122;615 West 131st Street;;OFFICE;212-854-2122
278598;AP/CAR TRAINING;278584;MS* 4-3029;;;OFFICE;212-854-3029
278599;CITIBANK DINER'S CLUB;278584;MS* 4-3420;;;OFFICE;212-854-3420
278605;STOP PAYMENTS;278584;MS* 4-2162;;;OFFICE;212-854-2162
278606;1099 MISCELLANEOUS INFORMATION;278584;MS* 4-3921;;;OFFICE;212-854-3921
278607;A/P DIRECT DEPOSIT;278584;MS* 4-5657;;;OFFICE;212-854-5657
278621;FAX, PAYROLL OPERATIONS;278620;;;;FAX;212-851-2990
278623;ASSISTANT MANAGER, PAYROLL ACCOUNTING;278620;MS* 1-2832;;;OFFICE;212-851-2832
278625;LABOR DISTRIBUTION;278620;MS* 1-2842;;;OFFICE;212-851-2842
278630;PAYROLL OVERPAYMENTS;278620;MS* 1-2833;;;OFFICE;212-851-2833
278640;MANAGER, GRANTS AND CONTRACTS;278638;MS* 4-1072;;;OFFICE;212-854-1072
278641;EFFORT REPORTING;278638;MS* 4-1049;;;OFFICE;212-854-1049
278642;GRANT REPORTING;278638;MS* 4-1044;;;OFFICE;212-854-1044
278643;INDIRECT COST-;278638;MS* 4-1049;;;OFFICE;212-854-1049
278644;EQUIPMENT  INVENTORY AND CONTROL;278638;;475 RvsdDr;7708;OFFICE;212-870-3576
278648;SENIOR MANAGER;278645;MS* 4-9704;;;OFFICE;212-854-9704
278649;INSURANCE CERTIFICATES;278645;MS* 4-1063;;;OFFICE;212-854-1063
278650;FILM PROJECTS;278645;MS* 4-1063;;;OFFICE;212-854-1063
278651;PROPERTY;278645;MS* 4-1005;;;OFFICE;212-854-1005
278654;FAX;278653;;;;FAX;212-666-1625
278655;FORMS;278653;MS* 4- 4694;;;OFFICE;212-854-4694
278658;SPECIAL PROJECTS;278657;MS* 1-2180;;;OFFICE;212-851-2080
278660;FAX;278659;MS* 4-9688;;;FAX;212-854-9688
278661;GIFTS OF SECURITIES;278659;MS* 4-9693;;;OFFICE;212-854-9693
278662;TRUSTS AND ESTATES;278659;MS* 4-1063;;;OFFICE;212-854-1063
278740;FAX;278739;MS* 4-5505;;;FAX;212-854-5505
278742;FAX;278741;MS* 4-5401;;;FAX;212-854-5401
278744;fax;278743;MS* 4-5834;;;FAX;212-854-5834
278765;FAX;278766;MS* 4-4925;;;FAX;212-854-4925
278769;UNDERGRADUATE;278768;MS* 4-4900;;;OFFICE;212-854-4900
278770;GENERAL AND GRADUATE;278768;MS* 4-4902;;;OFFICE;212-854-4902
278772;PHONE;278771;MS* 4-4900;;;OFFICE;212-854-4900
278831;FAX;278828;MS* 4-3434;;;FAX;212-854-3434
278973;BROOKS-HEWITT-TOWER;278972;MS* 4-7555;1st Floor Sulzberger;;OFFICE;212-854-7555
278974;ELLIOTT HALL;278972;MS* 4-8020;1st Floor Elliott Hall;;OFFICE;212-854-8020
278975;PLIMPTON HALL;278972;MS* 4-3417;1st Floor Plimpton Hall;;OFFICE;212-854-3417
278976;600, 616, 620 W 116TH STREET;278972;MS* 4-4241;1st Floor 616 W 116th Street;;OFFICE;212-854-4241
278978;BROOKS HALL;278977;MS* 4-1805;;;OFFICE;212-854-1805
278979;ELLIOTT HALL;278977;MS* 4-8020;;;OFFICE;212-854-8020
278980;PLIMPTON HALL;278977;MS* 4-3417;;;OFFICE;212-854-3417
278981;600 W 116TH STREET;278977;MS* 4-2428;;;OFFICE;212-854-2428
278982;616 W 116TH STREET;278977;MS* 4-5105;;;OFFICE;212-854-5105
278983;620 W 116TH STREET;278977;MS* 4-2438;;;OFFICE;212-854-2438
278984;601 110TH STREET, COLLEGE RESIDENCE HOTEL;278977;;;;;
279158;Fax;279157;;;;FAX;212-678-3243
279160;Fax;279159;TC* 3559;;;FAX;212-678-3243
279220;DIRECTOR;279219;TC* 3706;;;OFFICE;212-678-3706
279221;ASSISTANT DIRECTOR;279219;TC* 3692;;;OFFICE;212-678-3692
279222;ASSISTANT DIRECTOR FOR ENROLLMENT  RESEARCH;279219;TC* 3065;;;OFFICE;212-678-3065
279503;Fax;279500;;;;FAX;212-678-3243
281847;OFFICE;273756;MS*4-5446;;;OFFICE;212-854-5446
292775;BAPTIST;275115;MS* 4-1514;108 EARL;2001;OFFICE;212-854-1514
292776;ETHICAL HUMANIST;275115;MS* 4-9357;101 CHAP;2017;OFFICE;212-854-9357
295670;ULTRA-FAST OPTOELECTRONICS LAB;275203;MS* 4-1738;9LE1 SCHAPCTRENG:;4712;OFFICE;212-854-1738
312132;FAX (GENERAL);275425;;;;FAX;212-866-9664
312137;FAX;275551;;;;FAX;212-854-3062
316700;CHAIRMAN;316699;;;;OFFICE;212-305-8994
317987;FAX;274161;;;;FAX;212-222-0390
327125;meg2008@columbia.edu;327124;;;;;
327756;PRESIDENT, INTERNATIONAL RESCUE COMMITTEE;327753;;;;;
327762;spectator@columbia.edu;277823;;;;;
328359;FAX;273670;MS* 4-1309;;;FAX;212-854-1309
329171;287A SWMD;273838;MS* 4-2696;;4701;OFFICE;212-854-2696
329313;HEALTH SCIENCES CAMPUS;277693;HS* 7-7979;;;OFFICE;212-305-7979
329328;phone;276084;MS* 4-5999;;;OFFICE;212-854-5999
329334;COLUMBIA GENOME CENTER;329331;;403 RBERRIE;;OFFICE;212-851-5163
329335;FAX;329331;;;;;212-851-5176
329494;9FL CHNDL;274496;MS* 4-4588;;;OFFICE;212-854-4588
329502;PHONE;329501;MS* 4-9059;;;OFFICE;212-854-9059
329503;ccnmtl@columbia.edu;329501;;;;;
329504;http://ccnmtl.columbia.edu;329501;;;;;
329505;FAX;274617;MS* 4-1825;505 BUTLER;1130;FAX;212-854-1825
329506;FAX;274617;MS* 4-0347;603 LEWISOHN;4122;FAX;212-854-0347
329507;FAX;274653;MS* 4-0012;;;FAX;212-854-0012
329509;FAX;329508;MS* 4-2562;;;FAX;212-854-2562
329511;FAX;329510;MS* 4-7555;;;FAX;212-854-7555
329512;dkv.columbia.edu;329510;;;;;
329740;PROJECT HEALTH;274861;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
329742;PHONE;274901;;;;OFFICE;939-7007
329744;MS and Undergrad;274902;;450 CMPTRSCI;0401;OFFICE;939-7002
329751;FAX;275028;MC* 2-5389;;;FAX;342-5389
330228;FAX;275050;MS* 4-7733;;;FAX;212-854-7733
330235;FAX;330234;MS* 4-6309;;;FAX;212-854-6309
330273;www.columbia.edu/cu/fachouse;275551;;;;;
330274;FAX;275782;MS* 4-4912;;;FAX;212-854-4912
330350;FAX;276090;MS* 4-8925;;;FAX;212-854-8925
330353;FAX;330352;MS* 4-8925;;;FAX;212-854-8925
330354;TOMAS RIVERA POLICY INSTITUTE;276148;MS* 4-7530;1432  INTAFF;3355;OFFICE;212-854-7530
330358;PHONE;276160;MS* 4-1794;1314A  INTAFF;;OFFICE;212-854-1794
330365;www.fredfriendly.org;276300;;;;;
330602;African American Studies;276709;MS* 4-4356;309 BUTLER;;OFFICE;212-854-4356
330603;African Studies South of sahara;276709;MS* 4-8045;;;OFFICE;212-854-8045
330607;Fax;276820;MS* 4-3313;;;FAX;212-854-3313
331083;FOOTBALL OFFICE;277290;MS* 4-7061;400 LEVEL PFCTR;1903;OFFICE;212-854-7061
331085;SOFTBALL  KAYLA NOONAN;277305;MS* 4-2805;300 LEVEL PFCTR;1927;OFFICE;212854-2805
331094;COORDINATOR, TICKET OPERATIONS AND PROMOTIONS;277320;MS* 4-0043;;;OFFICE;212-854-0043
331096;PHONE;277328;;;;OFFICE;567-0404
331097;MEMBERSHIP OFFICE;277329;MS* 4-2546;;;OFFICE;212-854-2546
331125;FAX;331124;MC* 6-5070;;;FAX;212-305-5070
331127;FAX;331126;MS* 4-3434;;;FAX;212-854-3434
331129;FAX;331128;MS* 4-3434;;;FAX;212-854-3434
331130;PHONE;278072;MS* 4-5808;;;OFFICE;212-854-5808
331170;CONTRACT REPORTING;278638;MS* 4-1037;;;OFFICE;212-854-1037
331498;PHONE;278828;MS* 4-7866;;;OFFICE;212-854-7866
349525;fax;276179;;;;FAX;212-854-5935
379572;PHONE;379571;MS* 4-5029;560 SCHRMEXT;5505;OFFICE;212-854-5029
384553;SLIDE LIBRARY;273926;MS* 4-3044;;;OFFICE;212-854-3044
384554;DIGITAL STUDIO;273926;MS* 4-1938;;;OFFICE;212-854-1938
384555;SPECIAL PROJECTS;273926;MS* 4-4606;;;OFFICE;212-854-4606
384558;NEW PERSPECTIVES COURSES;384556;;;;OFFICE;875-4649
384559;PROFESSIONAL DEVELOPMENT /COMMUNITY OUTREACH;384556;;;;OFFICE;961-3400
384560;ACADEMIC POSITION/TEACHING;274305;MS* 4-9464;;;OFFICE;212-854-9464
384943;FAX;384942;MS* 4-3236;;;FAX;212-854-3236
387266;JOBS AND EDUCATION EMPOWERMENT PROJECT (J.E.E.P.);274852;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
387267;COMPUTER TRAINING;274852;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
387268;ENGLISH AS A SECOND LANGUAGE (ESL);274852;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
387269;ADVOCACY COALITION;274855;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
387270;HABITAT FOR HUMANITY;274855;MS* 4-1492;105 EARL;2010;OFFICE;212-854-1492
387508;COLUMBIA DENTAL MORNINGSIDE;387507;;1244 AMSTAV;;OFFICE;212-961-1266
387509;COLUMBIA DENTAL NORTH;387507;;128 FTWSHAV;;OFFICE;212-928-1000
387510;COLUMBIA PRESBYTERIAN EASTSIDE;387507;;16 E60ST;;OFFICE;212-326-8520
387512;COLUMBIA ORAL AND MAXILLOFACIAL SURGERY;387507;MC* 5-4552;630 W168ST;;OFFICE;212-305-4552
388316;OPERATIVE DENTISTRY;388311;MC* 5-9898;;;OFFICE;212-305-9898
388317;PROSTHODONTICS;388311;MC* 5-5679;;;OFFICE;212-305-5679
388318;ORTHODONTICS;388312;MC* 5-3875;;;OFFICE;212-305-3875
388319;PEDIATRIC DENTISTRY;388312;MC* 5-7951;;;OFFICE;212-305-7951
388320;ORAL AND MAXILLOFACIAL SURGERY;388313;MC* 5-7626;;;OFFICE;212-305-7626
388321;ORAL PATHOLOGY;388313;MC* 5-4599;;;OFFICE;212-305-4599
388322;PERIODONTICS;388314;MC* 5-9289;;;OFFICE;212-305-9289
388323;ENDODONTICS;388314;MC* 5-6736;;;OFFICE;212-305-6736
388324;ORAL BIOLOGY;388314;MC* 5-4640;;;OFFICE;212-305-4640
